STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,NY_GDP_PCAP,8.1.1 GDP per capita growth,NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,2,,PERCENT,percent,G,Global,CA,Country Adjusted,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,NY_GDP_PCAP,8.1.1 GDP per capita growth,NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,0,,PERCENT,percent,G,Global,CA,Country Adjusted,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,M,Male,Y15T999,15+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,6.2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,MH,Marshall Islands,M,Male,Y25T54,25-54,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,50.1,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,4,Clerical Support Workers,_Z,Not applicable,_T,No breakdown by disability,2019,,9.65,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised | NZD: New Zealand dollar.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",TV,Tuvalu,_T,Total,Y15T24,15-24,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,38.4,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,NR,Nauru,M,Male,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,31.55,,PERCENT,percent,G,Global,_X,Not Available,,,,,Data reference period: September | Age coverage - minimum age: 16 years old. Unemployment definition: Two criteria (not in employment and seeking).,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,NR,Nauru,M,Male,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,26.7,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,NR,Nauru,M,Male,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,20.91,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,NR,Nauru,M,Male,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,10.57,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,4.87,,PERCENT,percent,G,Global,_X,Not Available,,,,,Unemployment definition: Two criteria (not in employment and currently available).,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,7.26,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MH,Marshall Islands,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,8.86,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,6,"Skilled Agricultural, Forestry and Fishery Workers",_Z,Not applicable,_T,No breakdown by disability,2019,,3.84,,CUR_LCU,local currency,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing. USD: United States dollar.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,PW,Palau,_T,Total,Y65T999,65+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,0,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,PW,Palau,F,Female,Y15T24,15-24,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,0,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,MH,Marshall Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,27.53,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,MH,Marshall Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,39.53,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,7,Craft and Related Trades Workers,_Z,Not applicable,_T,No breakdown by disability,2019,,4.03,,CUR_LCU,local currency,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing. USD: United States dollar.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDDBML,"8.a.1 Total official flows disbursed for Aid for Trade, by recipient",PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,0,,USD_MILLIONS,usd in millions,G,Global,C,Country Data,"Creditor Reporting System (CRS) database, 2018, Organisation for Economic Co-operation and Development (OECD)",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,FM,Micronesia (Federated States of),F,Female,Y25T54,25-54,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,22.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PWD,Persons without disability,2017,,26.73,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PWD,Persons without disability,2022,,7.27,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,-17.52,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,-10.89,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,-5.63,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,3.59,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,4.89,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,4.65,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,1.67,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,1.22,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,3.79,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,0.28,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,6.75,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,4.46,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,-0.67,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,2.2,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,-1.64,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,-1.18,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,2.85,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,0.42,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,0.04,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,-1.04,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,-4.96,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,-3.26,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,-7.09,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,-0.39,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_PCAP,8.2.1 Growth rate of real GDP per employed person,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2024,,-0.29,,PERCENT,percent,G,Global,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,WS,Samoa,M,Male,Y15T24,15-24,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,4,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,SB,Solomon Islands,_T,Total,Y25T54,25-54,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,5.2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,5,Services and Sales Workers,_Z,Not applicable,_T,No breakdown by disability,2019,,3.91,,CUR_LCU,local currency,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing. USD: United States dollar.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,FM,Micronesia (Federated States of),M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,65,,PERCENT,percent,N,National,CA,Country Adjusted,"FSM, 2013 HIES.",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,FB_BNK_ACCSS,8.10.2 Account at a financial institution or mobile-money-service provider,FJ,Fiji,_T,Total,_T,All ages,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,51.3,,PERCENT,percent,G,Global,C,Country Data,UNSD,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,SB,Solomon Islands,F,Female,Y65T999,65+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,0,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,MP,Northern Mariana Islands,_T,Total,Y25T999,25+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,4.28,,PERCENT,percent,G,Global,_X,Not Available,,,,,Age coverage - minimum age: 16 years old.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",FM,Micronesia (Federated States of),_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,28.67,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,6,"Skilled Agricultural, Forestry and Fishery Workers",_Z,Not applicable,_T,No breakdown by disability,2012,,3.03,,CUR_LCU,local currency,G,Global,_X,Not Available,,,U,Low reliability,Repository: ILO-STATISTICS - Micro data processing. Job coverage: Main job currently held | Components of earnings/wages: Including payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,6,"Skilled Agricultural, Forestry and Fishery Workers",_Z,Not applicable,_T,No breakdown by disability,2017,,5.55,,CUR_LCU,local currency,G,Global,_X,Not Available,,,U,Low reliability,Repository: ILO-STATISTICS - Micro data processing. Components of earnings/wages: Excluding payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,PW,Palau,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,3.7,,PERCENT,percent,R,Regional,C,Country Data,UNESCAP,,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,PW,Palau,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,0.58,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,M,Male,Y65T999,65+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,1.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,MH,Marshall Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,9,Elementary Occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,3.1,,CUR_LCU,local currency,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing. USD: United States dollar.,
